Winton & Sons Ltd. 	6048566224	6048566224	27690 NATHAN AVE	ABBOTSFORD		Canada	V4X2G4	WS	1533	2001-07-24 08:00:00-07	2016-05-06 06:31:36-07	\N	f
A.C. Paving Co. Ltd.	6042995029	6042998328	3997 Grant Street	Burnaby	BC	Canada	V5C 3N4	ACP	1601	2001-11-19 07:00:00-08	2016-05-06 06:31:39-07	\N	f
Contemporary Office Interiors Ltd.	6046898300	6046837001	100 - 1035 West Pender Street	Vancouver	BC	Canada	V6E 2M6	COI	1618	2001-11-17 07:00:00-08	2016-05-06 06:31:39-07	\N	f
The Vancouver Golf Club	6049363406	6049364653	PO Box 1174	Coquitlam		Canada	V3J 7A8	TVGC	1659	2002-02-11 07:00:00-08	2016-05-06 06:31:39-07	\N	f
Kale Quantity Surveying Inc.	6045358152	6045351300	#28-9045 Walnut Grove Drive	Langley		Canada	V1M 2E1	KQSI	1672	2002-02-18 07:00:00-08	2016-05-06 06:31:39-07	\N	f
Inline Steel Inc.	6045332525	6045337634	22377 48th Avenue	Langley		Canada	V3A 3N4	ISI	1682	2002-02-18 07:00:00-08	2016-05-06 06:31:39-07	\N	f
Conor Pacific Development Inc.	6046693373	6046693353	Suite 3474, 1055 Dunsmuir Street, 4 Bentall Centre (P.O. Box 49224)	Vancouver	BC	Canada	V7X 1L2	CPDI	1693	2002-02-19 07:00:00-08	2016-05-06 06:31:39-07	\N	f
Klohn Crippen Consultants Ltd.	6042730311	6042794300	10200 Shellbridge Way	Richmond		Canada	V6X 2W7	KCCL	1702	2002-02-23 07:00:00-08	2016-05-06 06:31:39-07	\N	f
Equity Plumbing & Heating Ltd.	2505631191	2505631070	881 Fourth Avenue	Prince George	BC	Canada	V2L 3H5	EQ&HL	1769	2002-03-21 07:00:00-08	2016-05-06 06:31:42-07	\N	f
Cape Fire Protection Ltd.	4167097778	9058592772	5 Donald Avenue	Toronto	ON	Canada	M6M 1J8	CFPL	1789	2002-05-14 08:00:00-07	2016-05-06 06:31:43-07	\N	f
Pacific Rim Fire Protection (2008) Ltd.	6045410418	6045410419	1725 196 Street	Surrey	BC	Canada	V3S 9V2	PRF	1046	2001-07-24 08:00:00-07	2018-01-16 09:30:48-08	9	f
LandSpace Design Inc	6042529500	6042529554	142 Garden Drive	Vancouver	BC	Canada	V5L 4P4	LSD	1806	2002-05-29 08:00:00-07	2016-05-06 06:31:43-07	\N	f
Urban Interior Contracting	9057942834		31 Bellini Avenue	Brampton	Ontario	Canada	L6T 3Z8	UIC	1821	2002-06-18 08:00:00-07	2016-05-06 06:31:43-07	\N	f
Lightening Maintenance	6048187314	6048827360	30   20881    87th Avenue	Langley	BC	Canada	V1M 3X7	LM	1851	2002-06-19 08:00:00-07	2016-05-06 06:31:43-07	\N	f
Signmakers	6045011171	6048378999	Unit 103-12882 85th Avenue	Surrey	BC	Canada	V3W 0k8	S	1859	2002-06-18 08:00:00-07	2016-05-06 06:31:45-07	\N	f
Hyland Turnkey Limited	6046881385	6046888365	818 - 1188 West Georgia	Vancouver	B.C.	Canada	V6E 4A2	HTL	1875	2002-07-03 08:00:00-07	2016-05-06 06:31:45-07	\N	f
BC Building Science & Engineering Ltd.	6045206456	6045206496	611 Bent Court	New Westminster	BC	Canada	V3M 1V3	BCBS	1898	2002-07-30 08:00:00-07	2016-05-06 06:31:45-07	0	f
Best Buy Canada Ltd.	6044358223	6044125215	8800 Glenlyon Parkway	Burnaby	BC	Canada	V5J 5K3	BBC	1914	2002-08-25 08:00:00-07	2016-05-06 06:31:45-07	\N	f
A D Williams Enginering Inc	2049432393	4034251520	500-321 McDermot Avenue Winnipeg	Edmonton	AB	Canada	T5J 0K1	ADW	1950	2002-10-02 08:00:00-07	2016-05-06 06:31:45-07	\N	f
BC Central Credit Union	6047342511		1441 Creekside Drive	Vancouver	BC	Canada	V6J 4S7	BCCCU	1972	2002-10-02 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Cameron Development Corporate	7804248008	7804242288	10180 - 111 Street	Edmonton	AB	Canada	T5K 1K6	CDC	1988	2002-10-02 08:00:00-07	2016-05-06 06:31:47-07	\N	f
CMW Insurance Services Ltd	6042943301	6042943003	Suite 700 - 1901 Rosser Avenue	Burnaby	BC	Canada	V5C 6R6	CMW	2005	2002-10-02 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Equitas Development Corp	6048799940	6048796620	1645 West 5th Avenue	Vancouver	BC	Canada	V6J 1N5	EDC	2033	2002-10-02 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Griffin Development Corporation	6049868631	6049868609	6150 Lougheed Highway	Vancouver	BC		V5B 2Z9	GD	2050	2002-10-02 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Micron Construction Ltd	6045808977	6045808976	64 - 13330 - 116th Avenue	Surrey	BC		V3R 0R8	MCL	2108	2002-10-03 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Ocean Fisheries Ltd	6042545751	6042547099	2305 Commissioner Street	Vancouver	BC	Canada	V5L 1A4	OFL	2131	2002-10-03 08:00:00-07	2016-05-06 06:31:48-07	\N	f
Shenin & Co	6046876119	6046875892	Suite 3220-666 Burrard Street	Vancouver	BC	Canada	V6C 2X8	SC	2171	2002-10-03 08:00:00-07	2016-05-06 06:31:48-07	\N	f
Blueline Insulation Ltd	6045570233	6045570224	101B 2866 Mt Lehman Road	Abbotsford	BC	Canada	V4X 2N6	BIL	2217	2002-10-20 08:00:00-07	2016-05-06 06:31:49-07	\N	f
R.H. Strong & Associates Inc.	6049510717	6049510734	260 - 8208 Swenson Way	Delta	BC	Canada	V4G 1J6	RHS	2243	2002-12-01 07:00:00-08	2016-05-06 06:31:49-07	\N	f
Gatland Capital Corporation	6046852924	6046856177	1280 - 650 West Georgia Street	Vancouver	BC	Canada	V6B 4N8	GCC	2300	2003-02-18 07:00:00-08	2016-05-06 06:31:50-07	\N	f
Bradley Agencies Inc	6049862646	6049861654	2049 Larson Road	North Vancouver	BC	Canada	V7M 3A1	BAI	2314	2003-02-18 07:00:00-08	2016-05-06 06:31:51-07	\N	f
Regent Home Systems Inc	6044357376	6044357679	2555 Gilmore Ave	Burnaby	BC		V5C 4T6	RHS	2325	2003-02-18 07:00:00-08	2016-05-06 06:31:51-07	\N	f
Board of Parks & Recreation	6042578400	6042578427	2099 Beach Avenue	Vancouver	BC	Canada	V6G 1Z4	BPR	2341	2003-02-18 07:00:00-08	2016-05-06 06:31:51-07	\N	f
Stanley Architecture Ltd	6046859727	6046859741	320 - 1500 W Georgia Street	Vancouver	BC		V6G 2Z6	SAL	2355	2003-02-17 07:00:00-08	2016-05-06 06:31:51-07	\N	f
Clayburn Industries Ltd	6048595288	6048590424	33765 Pine Street	Abbotsford	BC	Canada	V2S 5C1	CIL	2363	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
PBK Architects Inc	6047365329	6047361519	200 - 1985 West Broadway	Vancouver	BC		V6J 4Y3	PBK	2375	2003-02-17 07:00:00-08	2016-05-06 06:31:52-07	\N	f
Sager & Anderson Barrister & Solicitors	6049228881	6049228808	300 Bellevue Centre, 235 - 15th Street	West Vancouver	BC		V7T 2X1	SA	2387	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
Vancouver Whitecaps	6048999283	6046881817	Suite 600 - 595 Hornby Street	Vancouver	BC		V6C 1A4	VW	2404	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
Pacific Fire Design (2009) Ltd.	6046816780	6046816779	#403-3701 Hastings Street	Burnaby	BC	Canada	V5C 2H6	PFD	1746	2002-03-13 07:00:00-08	2016-05-06 06:31:41-07	7	f
Pinton Forrest & Madden	6046899970	6046899943	Suite 1220 - 1055 West Hastings Street	Vancouver	BC		V6E 2E9	PFM	2418	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
Formwerks Architectural inc.	6046835441	6046852076	101 - 1290 Homer Street	Vancouver	BC	Canada	V6B 2Y5	**	2488	2003-02-19 07:00:00-08	2016-05-06 06:31:53-07	\N	f
Hank Jasper	6042669349	6042669381	6188 Mackenzie Street	Vancouver	BC	Canada	V6N 1H5	HJ	2554	2003-02-23 07:00:00-08	2016-05-06 06:31:53-07	\N	f
Bulldog Demolition Ltd	6049370001	6044443122	933 Fresno Place	Coquitlam	BC	Canada	V3J 6G5	DASL	2567	2003-04-20 08:00:00-07	2016-05-06 06:31:54-07	\N	f
Dewar Pacific Projects Ltd.	6049457791	6049457721	PO BOX 1055	Gibsons	BC	Canada	V0N 1V0	DPPL	2580	2003-05-13 08:00:00-07	2016-05-06 06:31:54-07	\N	f
Chilliwack Chiefs	6047957300	6047956588	9291 Corbould Street	Chilliwack	BC	Canada	V2P 4A6	CC	2596	2003-05-26 08:00:00-07	2016-05-06 06:31:54-07	\N	f
Metropolitan Hardwood Floors Inc.	6042707750	6042707214	140 - 12571 Bridgeport Road	Richmond	BC	Canada	V6V 1J4	MHF	2609	2003-06-09 08:00:00-07	2016-05-06 06:31:54-07	\N	f
Canwest Cabinetry	6044346053	6044346053	5309 Ewart Street	Burnaby	BC	Canada	V5J 2W5	CC	2622	2003-06-19 08:00:00-07	2016-05-06 06:31:55-07	\N	f
Brighter Mechanical Ltd.	6042790901	6042790902	2140 - 21000 Westminster Hwy.	Richmond	BC	Canada	V6V 2S9	BML	2637	2003-07-22 08:00:00-07	2016-05-06 06:31:55-07	\N	f
Faiola Manufacturing Ltd	6045139808	6045139811	141 - 6200 McKay Avenue	Burnaby	BC	Canada	V5H 4L7	FML	2649	2003-07-31 08:00:00-07	2016-05-06 06:31:55-07	\N	f
Moodie Consultants Ltd	6048736418	6048730855	590 East Tower, 555 West 12th Ave	Vancouver	BC		V5Z 3X7	MCL	2663	2003-08-11 08:00:00-07	2016-05-06 06:31:55-07	\N	f
Metric Masonry Ltd.	6049387753	6049361820	2815 Murray Street	Port Moody	BC	Canada	V3H 1X1	MML	2777	2004-01-14 07:00:00-08	2016-05-06 06:31:57-07	\N	f
Dueck Pontiac Buick GMC Ltd.	6046757900	6046757930	888 Terminal Avenue	Vancouver	BC	Canada	V5X 4X2	DPBG	2803	2004-02-08 07:00:00-08	2016-05-06 06:31:57-07	\N	f
Triple B Plumbing & Heating Ltd.	6048578900	6048578899	24788 - 55B Avenue	Langley	BC	Canada	V2Z 1H4	TBPHL	2823	2004-03-03 07:00:00-08	2016-05-06 06:31:57-07	\N	f
Prime Signs	6047937930	6047937938	45959 Alexander Ave	Chilliwack	BC		V2P 1P7	PS	2855	2004-05-11 08:00:00-07	2016-05-06 06:31:57-07	\N	f
Keen Engineering Co. Ltd.	6049865336	6049803747	116-930 West 1st Street	North Vancouver	BC	Canada	V7P 3N4	KECL	1734	2002-03-05 07:00:00-08	2016-05-06 06:31:41-07	\N	f
Xantrex Technology Inc.	6044228595	6044201594	7725 Lougheed Highway	Burnaby	BC	Canada	V5A 4V8	XTI	1749	2002-03-12 07:00:00-08	2016-05-06 06:31:41-07	\N	f
Mainland Sound & Communications Inc.	6044331294	6044332222	3737 Canada Way	Burnaby	BC	Canada	V5G 1G5	MS&CI	1760	2002-03-21 07:00:00-08	2016-05-06 06:31:41-07	\N	f
Gage Babcock & Associates Ltd.	6047323751	6047321277	228 - 1195 West Broadway	Vancouver	BC	Canada	V6H 3X5	GB&AL	1712	2002-02-23 07:00:00-08	2016-12-20 11:47:46-08	0.00000000000000000000	f
Gracom Masonry LP	6049520222	6049520223	7216 Brown Street	Delta	BC	Canada	V4G 1G8	GMLP	2839	2004-03-28 07:00:00-08	2016-05-06 06:31:57-07	8	f
Tyam Excavation & Shoring Ltd.	7785932900	7785788701	#202 - 6955 120th Street	Delta	BC	Canada	V4E 2A8	TES	1392	2001-07-18 08:00:00-07	2016-05-06 06:31:36-07	1	f
Antenbring Engineering	2503723718	2503722489	203 St. Paul Street W.	Kamloops	BC	Canada	V2C 1G2	AE	1772	2002-03-21 07:00:00-08	2016-05-06 06:31:42-07	\N	f
Koffman Kalef Business Lawyers	6048913688	6048913788	19th Floor , 885 West Georgia Street	Vancouver	B.C.	Canada	V6C 3H4	KKB	1783	2002-04-21 08:00:00-07	2016-05-06 06:31:43-07	\N	f
LN & Associates Sevices Inc.	9056422345	9056421020	153 Alderwood Street	Stouffville	Ontario	Canada	L4A 5E5	LNA	1801	2002-05-20 08:00:00-07	2016-05-06 06:31:43-07	\N	f
Marayama & Associates Landscape Architect	6046870880	6046878069	615 Stamps Landing	Vancouver	BC	Canada	V5Z 3Z1	M&A	1829	2002-06-19 08:00:00-07	2016-05-06 06:31:43-07	\N	f
Best Security	6043247777	6043247034	103 - 6106 East Marine Drive	Vancouver	BC	Canada	V5X 2T4	BS	1857	2002-06-19 08:00:00-07	2016-05-06 06:31:45-07	\N	f
J Bruno & Son Ltd.	6042541396	6042541398	868 East Cordova Street	Vancouver	B.C.	Canada	V6A 1M4	B&S	1872	2002-06-26 08:00:00-07	2016-05-06 06:31:45-07	\N	f
Davis & Company	6046879444	6046871612	2800 Park Place, 666 Burrard Street	Vancouver	BC	Canada	V6C 2Z7	DC	1887	2002-07-23 08:00:00-07	2016-05-06 06:31:45-07	\N	f
The Westbrook Whistler	6049322321	6049381889	4340 Sundial Crescent	Whistler	B.C.	Canada	V0N 1B4	TW	1911	2002-08-24 08:00:00-07	2016-05-06 06:31:45-07	\N	f
Bavaria BMW	4034840000	4034849412	17250 Stony Plain Road	Edmonton	AB	Canada	T5S 1K6	*	1970	2002-10-02 08:00:00-07	2016-05-06 06:31:45-07	\N	f
Brockton Realty Inc	6042636555	6042631112	3886 West 34th Street	Vancouver	BC	Canada	V6N 2L3	BRI	1979	2002-10-02 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Chard Retail Developments	6046826046	6046824160	905 - 1130 Pender Street West	Vancouver	BC	Canada	V6E 4A4	CRD	2000	2002-10-01 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Curtis Lumber Co Ltd	6042057700	6042057711	840 Sperling Avenue	Burnaby	BC	Canada	V5B 4H8	CLCL	2024	2002-10-02 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Graham F. Crockart Architects	6049807517	6046884270	416 West Pender Street	Vancouver	BC	Canada	V7T 1B5	GFCA	2047	2002-10-01 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Jecco Group of Companies	6042788612	6042736966	Suite 200-8191 River Road	Richmond	BC	Canada	V6X 1X8	JGG	2081	2002-10-03 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Pacific Cellular	6046623931	6046627781	1240 - 601 Robson Street	Vancouver	BC	Canada	V6B 5J3	PC	2137	2002-10-02 08:00:00-07	2016-05-06 06:31:48-07	\N	f
Slough Estates Canada Ltd	6042943544	6042942877	Suite 350 - 4260 Still Creek Drive	Burnaby	BC	Canada	V5C 6C6	SEC	2175	2002-10-03 08:00:00-07	2016-05-06 06:31:48-07	\N	f
City of North Vancouver	6049837355		141 14th Street West	North Vancouver	BC	Canada	V7M 1H9	CNV	2221	2002-10-29 07:00:00-08	2016-05-06 06:31:49-07	\N	f
Cam Clark Ford Lincoln	6049802411	6049807516	879 Marine Drive	North Vancouver	BC	Canada	V7P 1R7	CCFL	2244	2002-12-03 07:00:00-08	2016-05-06 06:31:49-07	\N	f
Bental Real Estate Group	6046615000	6046615055	Suite 3014-240 4th Avenue SW	Calgary	AB	Canada	T2P 4H4	BREG	2299	2003-02-18 07:00:00-08	2016-05-06 06:31:50-07	\N	f
Opus Building Corporation	6049460002	6049469799	2021 - 134 Street	White Rock	BC		V4A 9N8	PBC	2311	2003-02-18 07:00:00-08	2016-05-06 06:31:50-07	\N	f
Comcap Financial Corporation	6046871177	6046873181	1274 West Pender Street	Vancouver	BC	Canada	V6E 2X8	CFC	2324	2003-02-18 07:00:00-08	2016-05-06 06:31:51-07	\N	f
RH Carter Architects Inc	4162335583	4162335585	5040 Dundas St West	Toronto	Ont		M9A 1B8	RHC	2338	2003-02-18 07:00:00-08	2016-05-06 06:31:51-07	\N	f
Centrepoint Career Consulting	6049855072	6049855239	Suite 505 - 221 West Esplanade	North Vancouver	BC	Canada	V7M 3J3	CCC	2353	2003-02-18 07:00:00-08	2016-05-06 06:31:51-07	\N	f
Ikea Proeprties Ltd	9056379440	9056370914	1065 Plains Road E	Burlington	Ont		L7T 4K1	IPL	2368	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
Ridgeway Construction Ltd	6045330383	6045330115	206 - 20641 Logan Ave	Langley	BC		V3A 7R3	RCL	2380	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
J. R. (Ray) Marquis	6048747496	6048741392	252 West 23rd	Vancouver	BC		V5Y 2H3	JR	2393	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
Wismer & Mathieson	6044739587	6044739584	5041 Regent Street	Burnaby	BC		V5C 4H4	WM	2408	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
Pelican Hotel Management Ltd	6048211277	6048211297	470 - 4400 Hazelbridge Way	Richmond	BC		V6X 3R8	PHML	2423	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
Andrew Cheung Architects Inc.	6046852088		709 - 501 Richards Street	Vancouver	BC	Canada	V6B 2Z6	**	2523	2003-02-22 07:00:00-08	2016-05-06 06:31:53-07	\N	f
Dryvit Systems Canada	6045830946	6045830945	8373 Arbour Place	Delta	BC	Canada	V4C 7H4	DSC	2570	2003-04-28 08:00:00-07	2016-05-06 06:31:54-07	\N	f
Canadian Construction Institute Inc	6045315264	6045315266	866 Keil Street	White Rock	BC	Canada	V4B 4V5	CCI	2601	2003-05-26 08:00:00-07	2016-05-06 06:31:54-07	\N	f
Maruyama & Associates Landscape Architects	6048749967	8749931	615 Stamps Landing	Vancouver		Canada	V5Z 3Z1	MA	2638	2003-07-23 08:00:00-07	2016-05-06 06:31:55-07	\N	f
Coast Spas & Billiards Inc.	6045347727	6045337591	19575 No.10 Hwy	Surrey	BC	Canada	V3S 6K1	CP&BI	2650	2003-07-31 08:00:00-07	2016-05-06 06:31:55-07	\N	f
Vancouver Fire Prevention	6048737595		453 West 12th	Vancouver	BC	Canada	V5Y 1V4	VFP	3011	2005-01-24 07:00:00-08	2016-05-06 06:32:01-07	\N	f
Karl Wein	6049809592	6049805856	275 Fell Ave, Suite 201	North Vancouver	BC		V7P 2M4	KW	2664	2003-08-11 08:00:00-07	2016-05-06 06:31:55-07	\N	f
Westeria Design Associates Inc.	6042188368	6044338928	5109 Slocan Street	Vancouver		Canada	V5R 2A6	WDA	2792	2004-01-25 07:00:00-08	2016-05-06 06:31:57-07	\N	f
Apex Self Storage	6042640254	6042630126	8275 Tide Water Place	Vancouver	BC	Canada	V6P 6R3	APX	2809	2004-02-16 07:00:00-08	2016-05-06 06:31:57-07	\N	f
Hallmark Poultry Processors Ltd.	6042549885	6042547039	1756 Pandora Street	Vancouver	BC	Canada	V5L 1M1	HPP	2833	2004-03-21 07:00:00-08	2016-05-06 06:31:57-07	\N	f
Envirochem Services Inc.	6049860233	6049868583	310 East Esplanade	North Vancouver	BC	Canada	V7L 1A4	ESI	2848	2004-04-14 08:00:00-07	2016-05-06 06:31:57-07	\N	f
Advance Precast Ltd	12507651431	12507656658	889 Stremel Road	Kelowna	BC	Canada	V1X 5E6	APL	2624	2003-06-23 08:00:00-07	2016-05-06 06:31:55-07	8	f
Morris & Mackenzie Inc.	6046695848	6046696776	250-2985 Virtual Way	Vancouver	B.C.	Canada	V5M 4X7	MMI	1727	2002-03-03 07:00:00-08	2016-05-06 06:31:41-07	\N	f
Schenke and Bawol Engineering Ltd.	6046888008	6046888359	200 - 1281 West Georgia Street	Vancouver	BC	Canada	V6E 3J7	SBEL	1750	2002-03-13 07:00:00-08	2016-05-06 06:31:41-07	\N	f
Raincoast Electrical Services Ltd.	6042932229	6042932229	5372 Meadedale Drive	Burnaby	BC	Canada	V5B 2E7	RESL	1762	2002-03-21 07:00:00-08	2016-05-06 06:31:41-07	\N	f
North West Environmental Group Ltd.	2507692110	2507692172	951 Pinewood Place	Kamloops	BC	Canada	V1Z 3G7	NWEGL	1773	2002-03-21 07:00:00-08	2016-05-06 06:31:42-07	\N	f
Hermon Bunbury and Oke	16049323770	1604	203 - 1080 Millar Creak	Whistler	B.C.	Canada		HBO	1784	2002-04-21 08:00:00-07	2016-05-06 06:31:43-07	\N	f
John L Robertson Company Limited	9052704141	9052709372	3095-C Wolfedale Road	Mississauga	Ontario	Canada	L5C 1V8	JLR	1802	2002-05-25 08:00:00-07	2016-05-06 06:31:43-07	\N	f
Somerset Engineering Group	6042944559	6042944550	2792 Norland Avenue	Burnaby	BC	Canada	V5B 3A6	SEG	1847	2002-06-19 08:00:00-07	2016-05-06 06:31:43-07	\N	f
B. Alan Scott Construction Services Inc.	6047329940	6047329940	1177 Forge Walk	Vancouver	BC	Canada	V6H 3R1	BASSI	1870	2002-06-27 08:00:00-07	2016-05-06 06:31:45-07	0	f
Annand Burton-Brown Architects	6046694041	6046835338	402 - 689 Seymour Street	Vancouver	BC	Canada	V6B 3K6	ABBA	1961	2002-10-02 08:00:00-07	2016-05-06 06:31:45-07	\N	f
Bunting Coady Architects	6046859913	6046850694	#200 - 1132 Alberni Street	Vancouver	BC	Canada	V6E 1A5	BCA	1983	2002-10-02 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Greyell MacPhail	6046874232	6046874234	Suite 1920 - 777 Hornby Street	Vancouver	BC	Canada	V6Z 1S4	GM	2049	2002-10-02 08:00:00-07	2016-05-06 06:31:47-07	\N	f
JS Lutsky Architecture Inc	6047332723	6047332724	2087 Fir Street	Vancouver	BC		V6J 5K4	JSLA	2084	2002-10-03 08:00:00-07	2016-05-06 06:31:47-07	\N	f
Narland Properties Ltd.	6046812747	6046628988	206 - 1168 Hamilton Street	Vancouver	BC	Canada	V6B 2S2	NPL	2121	2002-10-03 08:00:00-07	2016-05-06 06:31:48-07	\N	f
Realtech Capital Group Inc	6046842204	6046624818	1210 - 1030 West Georgia Street	Vancouver	BC		V6E 2Y3	RCG	2158	2002-10-03 08:00:00-07	2016-05-06 06:31:48-07	\N	f
Centra Exteriors Ltd	6048825010	6048828446	20178 Ave	Langley BC			V1M 3G1	CEL	2208	2002-10-07 08:00:00-07	2016-05-06 06:31:49-07	\N	f
Hazelmere Contracting Ltd	6045813745	6045813745	13684   92 Avenue	Surrey		Canada	V3V 1H8	HCL	2238	2002-11-17 07:00:00-08	2016-05-06 06:31:49-07	\N	f
Winwood Construction Ltd.	6042919998	6042918508	113 - 3070 Norland Avenue	Burnaby	BC	Canada	V5B 3A6	WCL	2264	2003-01-02 07:00:00-08	2016-05-06 06:31:49-07	\N	f
Wensley Webster Fry Rodrigues Architects Limited	6046853529	6046584574	Suite 301 - 1444 Alberni Street	Vancouver	BC	Canada	V6G 2Z4	WWFRAL	2296	2003-02-18 07:00:00-08	2016-05-06 06:31:50-07	\N	f
Listraor Developments Inc	6042665753	6042665747	2971 West 44th Ave	Vancouver	BC		V6N 3K3	LDI	2308	2003-02-18 07:00:00-08	2016-05-06 06:31:50-07	\N	f
Rockwell Capital Corp	6048131649	6049908006	104 - 1037 West Broadway	Vancouver	BC		V6H 1E3	RCC	2321	2003-02-18 07:00:00-08	2016-05-06 06:31:51-07	\N	f
Wedler Engineering	16047920651	16047920693	#201-9300 Nowell Street	Chilliwack	British Columbia	Canada	V2P 4V7	WE	2272	2003-01-15 07:00:00-08	2017-03-20 15:35:23-07	\N	f
Grierson Commercial Mortgages Inc	6046819942	6046819947	1428 West Hastings Street	Vancouver	BC		V6G 3J6	GCMI	2333	2003-02-18 07:00:00-08	2016-05-06 06:31:51-07	\N	f
Chromos Molecular Systems Inc	6047186400	6047186424	6660 NW Marine Drive	Vancouver	BC	Canada	V6T 1Z4	CMS	2349	2003-02-18 07:00:00-08	2016-05-06 06:31:51-07	\N	f
The Morcan Consulting Group	6045366200	6045356204	PO Box 75089	White Rock	BC		V4B 5L3	TMCG	2372	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
MPI Engineering	7809736060	7809736060	Box 36, Site 14, RR #4	Edmonton	AB		T5E 5S7	MPI	2384	2003-02-17 07:00:00-08	2016-05-06 06:31:52-07	\N	f
Concord Consulting Corporation	7804636060	7804636170	5 - 9343 50th Street	Edmonton	AB	Canada	T6B 2L5	CCC	2399	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
Enterpirse Services Group	6046644753	6046643568	Suite 400 - 111 Dunsmuir Street	Vancouver	BC	Canada	V6B 5W3	ESG	2413	2003-02-18 07:00:00-08	2016-05-06 06:31:52-07	\N	f
ACA Design Architects	6043242493	6043240880	226 W. 48th Avenue	Vancouver	BC	Canada	V5Y 1G4	**	2522	2003-02-23 07:00:00-08	2016-05-06 06:31:53-07	\N	f
Jiffy John Rentals	6044630707	6044662575	PO Box 337	Maple Ridge		Canada	V2X 7G2	JJR	2639	2003-07-23 08:00:00-07	2016-05-06 06:31:55-07	\N	f
Kman Building Maintenance Ltd.	6045070833	6045070832	212,  12837 - 76th Avenue	Surrey	BC	Canada	V3W 2V3	KBM	2558	2003-03-13 07:00:00-08	2016-05-06 06:31:53-07	\N	f
Star Concrete Floor Treatment Inc.	6049682309	6048738866	#525, 1755 Robson St.	Vancouver	BC	Canada	V6G 3B7	SCFT	2583	2003-05-15 08:00:00-07	2016-05-06 06:31:54-07	\N	f
Tech- Fast Self Storage Building	18007094440	12535726396	615 Commerce Street	Tacoma	Washington	United States	98402	TFB	2612	2003-06-11 08:00:00-07	2016-05-06 06:31:55-07	\N	f
Alpine Lock & Safe Ltd.	6049321138	6049384686	Po Box 1301	Whistler	BC	Canada	V0N 1B0	AL&SL	2633	2003-07-17 08:00:00-07	2016-05-06 06:31:55-07	\N	f
Steel Brothers	6045763111	6045760111	4140 Dawson Street	Burnaby		Canada	V5C 4B2	SB	2769	2001-07-25 08:00:00-07	2016-05-06 06:31:56-07	\N	f
Optima Building Systems Ltd.	6045224580	6045221604	460 Fraser View Place	Delta	BC	Canada	V3M 6H4	OBSL	2782	2004-01-15 07:00:00-08	2016-05-06 06:31:57-07	\N	f
Civic Consultants	6048524252	6048526810	105 - 2760 Trethewey Street	Abbotsford	BC	Canada	V2T 3R1	CC	2854	2004-04-26 08:00:00-07	2016-05-06 06:31:57-07	\N	f
Lindome Structures Ltd.	6049467966	6049468027	7927 Huston Road	Delta	BC	Canada	V4G 1M1	LSL	1737	2002-03-07 07:00:00-08	2016-05-06 06:31:41-07	\N	f
O&Y Enterprise (BC) A Division of O&Y	6042936048	6042935791	8999 Nelson Way	Burnaby	BC	Canada	V5A 4B5	OYE	1751	2002-03-13 07:00:00-08	2016-05-06 06:31:41-07	\N	f
Future Shop Ltd.	6044121431	6044125215	8800 Glenlyon Parkway	Burnaby	BC	Canada	V5J 5K3	FSL	1763	2002-03-18 07:00:00-08	2016-05-06 06:31:41-07	\N	f
Napp Enterprises Ltd.	2505635453	2505625453	#13-595 Ongman Road	Prince George	BC	Canada	V2K 4L1	NEL	1775	2002-04-10 08:00:00-07	2016-05-06 06:31:42-07	\N	f
Vancouver Port Authority	6046659086	6046659099	1900 - 200 Granville Street	Vancouver	B.C.	Canada	V6C 2P9	VPA	1782	2002-04-15 08:00:00-07	2016-05-06 06:31:43-07	\N	f
Super Air Conditioning and Heating Co. Ltd.	9058407171	9058406741	PO Box 72	Caledon	Ontario	Canada	L0N 1C0	SAC	1800	2002-05-17 08:00:00-07	2016-05-06 06:31:43-07	\N	f
Airstream Heating & Air Conditioning Inc.	6044360099	6044549103	178 - 1857 West 4th Avenue	Vancouver	BC	Canada	V6J 1M4	AHA	1814	2002-06-13 08:00:00-07	2016-05-06 06:31:43-07	\N	f
